codigo,pergunta,Ano
S008,As consultas do pré-natal foram feitas através do Sistema Único de Saúde (SUS)?,2013
S009,Quem a atendeu na maioria das consultas?,2013
S01001,"Durante as consultas de pré-natal, a Sra recebeu algum aconselhamento para não faltar às consultas agendadas?",2013
S01002,"Durante as consultas de pré-natal, a Sra recebeu algum aconselhamento para manter uma alimentação saudável?",2013
S01003,"Durante as consultas de pré-natal, a Sra recebeu algum aconselhamento para não fumar?",2013
S01004,"Durante as consultas de pré-natal, a Sra recebeu algum aconselhamento para não beber?",2013
S01005,"Durante as consultas de pré-natal, a Sra recebeu algum aconselhamento para não fazer uso de tintura/alisamento de cabelo?",2013
S01101,"Durante as consultas de pré-natal, a Sra recebeu alguma orientação sobre sinais de trabalho de parto?",2013
S01102,"Durante as consultas de pré-natal, a Sra recebeu alguma orientação sobre sinais de risco na gravidez?",2013
S01103,"Durante as consultas de pré-natal, a Sra recebeu alguma orientação sobre aleitamento materno?",2013
S012,Durante o pré-natal a Sra foi informada sobre a qual serviço de saúde a Sra deveria ir no momento do parto?,2013
S013,Mediram a sua altura na primeira consulta de pré-natal?,2013
S01401,"Durante o pré-natal, em quantas consultas mediram sua pressão arterial?",2013
S01402,"Durante o pré-natal, em quantas consultas mediram o seu peso?",2013
S01403,"Durante o pré-natal, em quantas consultas mediram a sua barriga?",2013
S01404,"Durante o pré-natal, em quantas consultas ouviram o coração do bebê?",2013
S01405,"Durante o pré-natal, em quantas consultas examinaram suas mamas?",2013
S015,Em alguma consulta do pré-natal o médico ou enfermeiro falou que sua pressão estava alta?,2013
S016,O médico ou enfermeiro explicou sobre os riscos da pressão alta para a Sra e para o bebê?,2013
S017,A Sra foi encaminhada para consulta com médico especialista por causa da pressão alta?,2013
S018,A Sra foi à consulta com o médico especialista?,2013
S019,Qual o principal motivo da Sra não ter ido à consulta com o especialista?,2013
S020,"Durante o pré-natal, a Sra fez exame de sangue?",2013
S021,Em alguma consulta do pré-natal o médico ou enfermeiro falou que seu exame de sangue mostrou açúcar alto (presença de diabetes)?,2013
S022,O médico ou enfermeiro explicou os riscos do açúcar alto no sangue para a Sra e seu bebê?,2013
S023,Explicaram sobre a alimentação que a Sra deveria ter para ajudar a controlar o açúcar no sangue?,2013
S024,A Sra foi encaminhada para consulta com médico especialista por causa do diabetes?,2013
S025,A Sra foi à consulta com o médico especialista?,2013
S026,Qual o principal motivo da Sra não ter ido à consulta com o médico especialista?,2013
S027,Durante o atendimento pré-natal a Sra realizou exame de sangue para sífilis?,2013
S028,A Sra recebeu o resultado do exame para sífilis antes do parto?,2013
S029,A Sra recebeu tratamento para sífilis?,2013
S030,A Sra foi orientada a usar preservativo?,2013
S031,Foi pedido exame de sífilis para o seu parceiro?,2013
S032,O seu parceiro foi tratado?,2013
S033,"Durante seu pré-natal, foi solicitado o teste para HIV?",2013
S034,A Sra fez o teste de HIV?,2013
S035,Durante o atendimento pré-natal a Sra realizou exame de urina?,2013
S036,"Durante o pré-natal, quantos exames de ultrasonografia foram solicitados?",2013
S037,A Sra conseguiu realizar os exames de ultrassonografia solicitados?,2013
S038,Qual o principal motivo da Sra não ter conseguido fazer todos os exames de ultras-sonografia solicitados?,2013
S039,Os exames de ultrassonografia foram cobertos por algum plano de saúde?,2013
S040,A Sra pagou algum valor pelos exames de ultrassonografia?,2013
S041,Os exames de ultrassonografia foram feitos através do Sistema Único de Saúde (SUS)?,2013
S042,Quanto tempo antes do parto foi a sua última consulta de pré-natal?,2013
S043,Com quantas semanas de gravidez a Sra estava na última consulta de pré-natal?,2013
S044,Qual o seu peso (kg) antes de engravidar?,2013
S045,Quantos quilos (kg) a Sra engordou na gestação?,2013
S046,Quem a atendeu no último parto?,2013
S047,Onde foi realizado o seu último parto?,2013
S048,O parto foi realizado no estabelecimento de saúde indicado no pré-natal?,2013
S049,O parto foi realizado no primeiro estabelecimento de saúde que procurou?,2013
S050,Quantos estabelecimentos de saúde a Sra teve que ir até conseguir a internação para o parto?,2013
S051,O parto foi coberto por algum plano de saúde?,2013
S052,A Sra pagou algum valor pelo parto?,2013
S053,O parto foi feito através do Sistema Único de Saúde (SUS)?,2013
S054,"O seu companheiro ou alguma pessoa da família, ou amiga ficou com a Sra durante o trabalho de parto?",2013
S055,Por que a Sra não teve acompanhante durante o trabalho de parto?,2013
S056,O seu parto foi:,2013
S057,"A cesariana foi marcada com antecedência, durante o pré-natal?",2013
S058,Qual o principal motivo da Sra ter tido parto cesáreo?,2013
U001,Com que frequência o(a) Sr(a) escova os dentes?,2013
U00201,O(A) Sr(a) usa escova de dente para fazer a limpeza de sua boca?,2013
U00202,O(A) Sr(a) usa pasta de dente para fazer a limpeza de sua boca?,2013
U00203,O(A) Sr(a) usa fio dental para fazer a limpeza de sua boca?,2013
U004,Com que frequência o(a) Sr(a) troca a sua escova de dente por uma nova?,2013
U005,"Em geral, como o(a) Sr(a) avalia sua saúde bucal (dentes e gengivas)?",2013
U006,Que grau de dificuldade o(a) Sr(a) tem para se alimentar por causa de problemas com seus dentes ou dentadura?,2013
U009,Qual o principal motivo da sua última consulta ao dentista?,2013
U010,Onde foi a última consulta odontológica?,2013
U011,O local onde o(a) Sr(a) teve atendimento odontológico fica:,2013
U014,Como o(a) Sr(a) conseguiu a consulta odontológica?,2013
U015,Como foi feito o agendamento?,2013
U01701,Quantas horas no total que o(a) Sr(a) ficou em fila de espera desde a hora que chegou ao serviço de saúde até conseguir o atendimento com dentista?,2013
U01702,Quantas horas no total que o(a) Sr(a) ficou em fila de espera desde a hora que chegou ao serviço de saúde até conseguir o atendimento com dentista?,2013
U01801,Quantas horas durou a consulta odontológica?,2013
U01802,Quantos minutos durou a consulta odontológica?,2013
U019,A consulta odontológica foi coberta por algum plano de saúde?,2013
U020,O(a) Sr(a) pagou algum valor pela consulta odontológica?,2013
U021,A consulta odontológica foi feita pelo SUS?,2013
U022,"De forma geral, como o(a) Sr(a) avalia o atendimento recebido?",2013
U023,"Lembrando-se dos seus dentes de cima, o(a) Sr(a) perdeu algum dente?",2013
U02301,"Especifique quantos dentes (U023 item 2 - Sim, perdi)",2013
U024,"Lembrando-se dos seus dentes de baixo, o(a) Sr(a) perdeu algum dente?",2013
U02401,"Especifique quantos dentes (U024 item 2 - Sim, perdi)",2013
U025,O(a) Sr(a) usa algum tipo de prótese dentária (dente artificial)?,2013
UPA,Código da UPA das Pesquisas Domiciliares do Sistema Integrado,2013
UPA_PNS,UPA,2013
V0001,Unidade da Federação,2013
V0006_PNS,Número de ordem do domicílio na PNS,2013
V0015,Tipo de entrevista,2013
V0020,Ano de referência,2013
V0022,Total de moradores,2013
V0024,Estrato,2013
V0025,Seleção do morador de 18 anos ou mais para responder o questionário individual,2013
V0026,Tipo de situação censitária,2013
V0028,Peso do domicílio e dos moradores sem calibração,2013
V00281,Peso do domicílio e dos moradores com calibração,2013
V00282,Projeção da população,2013
V00283,Domínio de projeção para domicílio e moradores,2013
V0029,Peso do morador selecionado sem calibração,2013
V00291,Peso do morador selecionado com calibração,2013
V00292,Projeção da população para moradores selecionados,2013
V00293,Domínio de projeção para morador selecionado,2013
V0031,Tipo de área,2013
VDC001,"Número de componentes do domicílio (exclusive as pessoas cuja condição na família era pensionista, empregado doméstico ou parente do empregado doméstico)",2013
VDC002,Total de moradores com 18 anos ou mais,2013
VDD004,Nível de instrução mais elevado alcançado (pessoas de 5 anos ou mais de idade) - SISTEMA DE 8 ANOS,2013
VDD004A,Nível de instrução mais elevado alcançado (pessoas de 5 anos ou mais de idade) padronizado para o Ensino Fundamental - SISTEMA DE 9 ANOS,2013
VDDATA,"Data de geração do arquivo de microdados. Data ordenada na forma: ano (4 algarismos), mês (2) e dia (2) - AAAAMMDD",2013
VDE001,Condição em relação à força de trabalho na semana de referência para pessoas de 14 anos ou mais de idade,2013
VDE002,Condição de ocupação na semana de referência para pessoas de 14 anos ou mais de idade,2013
VDF001,"________________, no período de referência de 28 de junho a 27 de julho de 2013, recebeu algum juro de caderneta de poupança e de outras aplicações financeiras, dividendos, programas sociais, seguro-desemprego, seguro defeso ou outros rendimentos?",2013
VDF00102,Valor recebido em reais (VDF001),2013
VDF002,"Rendimento domiciliar 
 (exclusive o rendimento das pessoas cuja condição na unidade domiciliar era pensionista, empregado doméstico ou parente do empregado doméstico)",2013
VDF003,"Rendimento domiciliar per capita
 (exclusive o rendimento das pessoas cuja condição na unidade domiciliar era pensionista, empregado doméstico ou parente do empregado doméstico)",2013
W00101,Peso - 1ª pesagem (em kg),2013
W00102,Peso - 2ª pesagem (em kg),2013
W00103,Peso - Final (em kg),2013
W00201,Altura - 1ª medição (em cm),2013
W00202,Altura - 2ª medição (em cm),2013
W00203,Altura - Final (em cm),2013
W00301,Circunferência da cintura - 1ª medição (em cm),2013
W00302,Circunferência da cintura - 2ª medição (em cm),2013
W00303,Circunferência da cintura - Final (em cm),2013
W00401,Pressão arterial sistólica - 1ª medição (em mmHg),2013
W00402,Pressão arterial diastólica - 1ª medição (em mmHg),2013
W00403,Pressão arterial sistólica - 2ª medição (em mmHg),2013
W00404,Pressão arterial diastólica - 2ª medição (em mmHg),2013
W00405,Pressão arterial sistólica - 3ª medição (em mmHg),2013
W00406,Pressão arterial diastólica - 3ª medição (em mmHg),2013
W00407,Pressão arterial sistólica - Final (em mmHg),2013
W00408,Pressão arterial diastólica - Final (em mmHg),2013
X001,Quando foi a última vez que o(a) Sr(a) consultou um médico?,2013
X002,Por qual motivo o(a) Sr(a) precisou consultar um médico?,2013
X003,Onde procurou o primeiro atendimento médico por este motivo?,2013
X004,"Na primeira vez que procurou atendimento médico por este motivo, o(a) Sr(a) conseguiu ser atendido?",2013
X005,Quantas vezes voltou a procurar atendimento médico por este motivo?,2013
X006,O(a) Sr(a) conseguiu o atendimento médico que precisava?,2013
X007,Onde conseguiu o atendimento médico por este motivo?,2013
X008,Onde fica o serviço de saúde em que o(a) Sr(a) teve a consulta médica?,2013
X011,Como o(a) Sr(a) conseguiu a consulta médica?,2013
X012,Como foi feito o agendamento?,2013
X01401,Quantas horas no total que o(a) Sr(a) ficou em fila de espera desde a hora que chegou ao serviço de saúde até conseguir o atendimento com médico?,2013
X01402,Quantos minutos no total que o(a) Sr(a) ficou em fila de espera desde a hora que chegou ao serviço de saúde até conseguir o atendimento com médico?,2013
X01501,Quantas horas durou a consulta médica?,2013
X01502,Quantos minutos durou a consulta médica?,2013
X016,Que tipo de médico o/a atendeu?,2013
X017,A consulta médica foi coberta por plano de saúde?,2013
X018,"O(a) Sr(a) pagou algum valor pela consulta médica? (Entrevistador: Se o(a) entrevistado(a) responder que pagou mas teve reembolso total, marque a opção 2)",2013
X019,A consulta médica foi feita pelo SUS?,2013
X02001,"De um modo geral, como o(a) Sr(a) avalia o atendimento recebido quanto à disponibilidade de equipamentos necessários para a consulta médica?",2013
X02002,"De um modo geral, como o(a) Sr(a) avalia o atendimento recebido quanto ao espaço disponível para a consulta médica?",2013
X02003,"De um modo geral, como o(a) Sr(a) avalia o atendimento recebido quanto ao tempo gasto com deslocamento?",2013
X02004,"De um modo geral, como o(a) Sr(a) avalia o atendimento recebido quanto ao tempo de espera até ser atendido?",2013
X02005,"De um modo geral, como o(a) Sr(a) avalia o atendimento recebido quanto à forma como os atendentes o/a receberam?",2013
X02006,"De um modo geral, como o(a) Sr(a) avalia o atendimento recebido quanto à limpeza das instalações, incluindo os banheiros?",2013
X02201,"De um modo geral, como o(a) Sr(a) avalia o atendimento recebido quanto às habilidades do médico para tratá-lo(a)?",2013
X02202,"De um modo geral, como o(a) Sr(a) avalia o atendimento recebido quanto ao respeito do médico na maneira de atendê-lo(a)?",2013
X02203,"De um modo geral, como o(a) Sr(a) avalia o atendimento recebido quanto à clareza nas explicações do médico?",2013
X02204,"De um modo geral, como o(a) Sr(a) avalia o atendimento recebido quanto à disponibilidade de tempo para fazer perguntas sobre o seu problema ou tratamento?",2013
X02205,"De um modo geral, como o(a) Sr(a) avalia o atendimento recebido quanto à possibilidade de falar em privacidade com o médico?",2013
X02206,"De um modo geral, como o(a) Sr(a) avalia o atendimento recebido quanto à liberdade em escolher o médico?",2013
X024,Qual o principal motivo do(a) Sr(a) ter desistido de procurar atendimento médico?,2013
X02501,"O(a) Sr(a) já se sentiu discriminado (a) ou tratado(a) pior do que as outras pessoas no serviço de saúde, por algum médico ou outro profissional de saúde por motivo de falta de dinheiro?",2013
X02502,"O(a) Sr(a) já se sentiu discriminado (a) ou tratado(a) pior do que as outras pessoas no serviço de saúde, por algum médico ou outro profissional de saúde por motivo de classe social?",2013
X02503,"O(a) Sr(a) já se sentiu discriminado (a) ou tratado(a) pior do que as outras pessoas no serviço de saúde, por algum médico ou outro profissional de saúde por motivo de raça/cor?",2013
