Códigos das respostas,Respostas Possíveis,Código da variável,Número do item da pergunta,Ano
4,De 2 anos a menos de 3 anos,Q054,-,2013
5,3 anos ou mais,Q054,-,2013
6,Nunca teve os pés examinados,Q054,-,2013
9,Ignorado,Q054,-,2013
1,Sim,Q05501,-,2013
2,Não,Q05501,-,2013
1,Sim,Q05502,-,2013
2,Não,Q05502,-,2013
1,Sim,Q05503,-,2013
2,Não,Q05503,-,2013
1,Sim,Q05504,-,2013
2,Não,Q05504,-,2013
1,Sim,Q05505,-,2013
2,Não,Q05505,-,2013
1,Sim,Q05506,-,2013
2,Não,Q05506,-,2013
1,Sim,Q05507,-,2013
2,Não,Q05507,-,2013
1,Sim,Q05508,-,2013
2,Não,Q05508,-,2013
1,Sim,Q05509,-,2013
2,Não,Q05509,-,2013
1,Sim,Q056,-,2013
2,Não,Q056,-,2013
1,Há menos de 6 meses,Q057,-,2013
2,Entre 6 meses e menos de 1 ano,Q057,-,2013
3,Entre 1 ano e menos de 2 anos,Q057,-,2013
4,Entre 2 anos e menos de 3 anos,Q057,-,2013
5,Há 3 anos ou mais,Q057,-,2013
1,Não limita,Q058,-,2013
2,Um pouco,Q058,-,2013
3,Moderadamente,Q058,-,2013
4,Intensamente,Q058,-,2013
5,Muito intensamente,Q058,-,2013
1,Há menos de 6 meses,Q059,-,2013
2,Entre 6 meses e menos de 1 ano,Q059,-,2013
3,Entre 1 ano e menos de 2 anos,Q059,-,2013
4,Entre 2 anos e menos de 3 anos,Q059,-,2013
5,Há 3 anos ou mais,Q059,-,2013
6,Nunca fez,Q059,-,2013
1,Sim,Q060,-,2013
2,Não,Q060,-,2013
-,Anos,Q061,-,2013
1,Sim,Q06201,-,2013
2,Não,Q06201,-,2013
1,Sim,Q06202,-,2013
2,Não,Q06202,-,2013
1,Sim,Q06203,-,2013
2,Não,Q06203,-,2013
1,Sim,Q06204,-,2013
2,Não,Q06204,-,2013
1,Sim,Q06205,-,2013
2,Não,Q06205,-,2013
1,Sim,Q06206,-,2013
2,Não,Q06206,-,2013
1,Sim,Q063,-,2013
2,Não,Q063,-,2013
1,Sim,Q06301,-,2013
2,Não,Q06301,-,2013
1,Sim,Q06302,-,2013
2,Não,Q06302,-,2013
1,Sim,Q06303,-,2013
2,Não,Q06303,-,2013
1,Sim,Q06304,-,2013
2,Não,Q06304,-,2013
-,Anos,Q064,-,2013
1,Sim,Q06501,-,2013
2,Não,Q06501,-,2013
1,Sim,Q06502,-,2013
2,Não,Q06502,-,2013
1,Sim,Q06503,-,2013
2,Não,Q06503,-,2013
1,Sim,Q06504,-,2013
2,Não,Q06504,-,2013
1,Sim,Q066,-,2013
2,Não,Q066,-,2013
1,Não limita,Q067,-,2013
2,Um pouco,Q067,-,2013
3,Moderadamente,Q067,-,2013
4,Intensamente,Q067,-,2013
1,Sim,Q068,-,2013
2,Não,Q068,-,2013
9,Ignorado,Q068,-,2013
-,Derrames,Q069,-,2013
-,Anos,Q070,-,2013
1,Sim,Q071,-,2013
2,Não,Q071,-,2013
1,Sim,Q07201,-,2013
2,Não,Q07201,-,2013
1,Sim,Q07202,-,2013
2,Não,Q07202,-,2013
1,Sim,Q07203,-,2013
2,Não,Q07203,-,2013
1,Sim,Q07204,-,2013
2,Não,Q07204,-,2013
1,Sim,Q07205,-,2013
2,Não,Q07205,-,2013
1,Sim,Q07206,-,2013
2,Não,Q07206,-,2013
1,Não limita,Q073,-,2013
2,Um pouco,Q073,-,2013
3,Moderadamente,Q073,-,2013
4,Intensamente,Q073,-,2013
5,Muito intensamente,Q073,-,2013
1,Sim,Q074,-,2013
2,Não,Q074,-,2013
-,Anos,Q075,-,2013
1,Sim,Q076,-,2013
2,Não,Q076,-,2013
1,Sim,Q07701,-,2013
2,Não,Q07701,-,2013
1,Sim,Q07702,-,2013
2,Não,Q07702,-,2013
1,Não limita,Q078,-,2013
2,Um pouco,Q078,-,2013
3,Moderadamente,Q078,-,2013
4,Intensamente,Q078,-,2013
5,Muito intensamente,Q078,-,2013
1,Sim,Q079,-,2013
2,Não,Q079,-,2013
-,Anos,Q080,-,2013
1,Sim,Q08101,-,2013
2,Não,Q08101,-,2013
1,Sim,Q08102,-,2013
2,Não,Q08102,-,2013
1,Sim,Q08103,-,2013
2,Não,Q08103,-,2013
1,Sim,Q08104,-,2013
2,Não,Q08104,-,2013
1,Sim,Q08105,-,2013
2,Não,Q08105,-,2013
1,Sim,Q082,-,2013
2,Não,Q082,-,2013
1,Não limita,Q083,-,2013
2,Um pouco,Q083,-,2013
3,Moderadamente,Q083,-,2013
4,Intensamente,Q083,-,2013
5,Muito intensamente,Q083,-,2013
1,Sim,Q084,-,2013
2,Não,Q084,-,2013
-,Anos,Q085,-,2013
1,Sim,Q08601,-,2013
2,Não,Q08601,-,2013
1,Sim,Q08603,-,2013
2,Não,Q08603,-,2013
1,Sim,Q08604,-,2013
2,Não,Q08604,-,2013
1,Sim,Q08605,-,2013
2,Não,Q08605,-,2013
1,Não limita,Q087,-,2013
2,Um pouco,Q087,-,2013
3,Moderadamente,Q087,-,2013
4,Intensamente,Q087,-,2013
5,Muito intensamente,Q087,-,2013
1,Sim,Q088,-,2013
2,Não,Q088,-,2013
-,Anos,Q089,-,2013
1,Sim,Q09001,-,2013
2,Não,Q09001,-,2013
1,Sim,Q09003,-,2013
2,Não,Q09003,-,2013
1,Sim,Q09004,-,2013
2,Não,Q09004,-,2013
1,Sim,Q09005,-,2013
2,Não,Q09005,-,2013
1,Não limita,Q091,-,2013
2,Um pouco,Q091,-,2013
3,Moderadamente,Q091,-,2013
4,Intensamente,Q091,-,2013
5,Muito intensamente,Q091,-,2013
1,Sim,Q092,-,2013
2,Não,Q092,-,2013
-,Anos,Q093,-,2013
1,Sim,Q094,-,2013
2,"Não, só quando tem algum problema",Q094,-,2013
3,Nunca vai,Q094,-,2013
1,Não está mais deprimido,Q095,-,2013
2,O serviço de saúde é muito distante,Q095,-,2013
3,Não tem ânimo,Q095,-,2013
4,O tempo de espera no serviço de saúde é muito grande,Q095,-,2013
5,Tem dificuldades financeiras,Q095,-,2013
6,O horário de funcionamento do serviço de saúde é incompatível e com suas atividades de trabalho ou domésticas,Q095,-,2013
7,O plano de saúde não cobre as consultas,Q095,-,2013
8,Não sabe quem procurar ou aonde ir,Q095,-,2013
9,Dificuldade de transporte,Q095,-,2013
10,Outro,Q095,-,2013
1,Sim,Q09601,-,2013
2,Não,Q09601,-,2013
1,Sim,Q09602,-,2013
2,Não,Q09602,-,2013
1,Sim,Q09603,-,2013
2,Não,Q09603,-,2013
1,"Sim, todos",Q097,-,2013
2,"Sim, alguns",Q097,-,2013
3,"Não, nenhum",Q097,-,2013
1,"Sim, todos",Q098,-,2013
2,"Sim, alguns",Q098,-,2013
3,"Não, nenhum",Q098,-,2013
1,Sim,Q100,-,2013
2,Não,Q100,-,2013
1,Há menos de 6 meses,Q101,-,2013
2,Entre 6 meses e menos de 1 ano,Q101,-,2013
3,Entre 1 ano e menos de 2 anos,Q101,-,2013
4,Entre 2 anos e menos de 3 anos,Q101,-,2013
5,Há 3 anos ou mais,Q101,-,2013
6,Nunca recebeu,Q101,-,2013
1,Unidade básica de saúde (posto ou centro de saúde ou unidade de saúde da família),Q102,-,2013
2,"Centro de Especialidades, Policlínica pública ou PAM - Posto de Assistência Médica",Q102,-,2013
3,UPA (Unidade de pronto Atendimento),Q102,-,2013
4,CAPS – Centro de Atenção Psicossocial,Q102,-,2013
5,Outro tipo de Pronto Atendimento Público (24 horas),Q102,-,2013
6,Pronto-socorro ou emergência de hospital público,Q102,-,2013
7,Hospital público/ambulatório,Q102,-,2013
8,Consultório particular ou Clínica privada,Q102,-,2013
9,Ambulatório ou consultório de empresa ou sindicato,Q102,-,2013
10,Pronto-atendimento ou emergência de hospital privado,Q102,-,2013
11,"No domicílio, com médico da equipe de saúde da família",Q102,-,2013
12,"No domicílio, com médico particular",Q102,-,2013
13,Outro,Q102,-,2013
1,Sim,Q103,-,2013
2,Não,Q103,-,2013
1,Sim,Q104,-,2013
2,Não,Q104,-,2013
1,Sim,Q105,-,2013
2,Não,Q105,-,2013
3,Não sabe/Não lembra,Q105,-,2013
1,Sim,Q106,-,2013
2,Não,Q106,-,2013
3,"Não houve encaminhamento, pois todas as consultas para depressão foram com profissional de saúde mental",Q106,-,2013
1,Sim,Q107,-,2013
2,Não,Q107,-,2013
1,"A consulta está marcada, mas a consulta ainda não foi realizada",Q108,-,2013
2,Não conseguiu marcar,Q108,-,2013
3,Não achou necessário,Q108,-,2013
4,Não teve ânimo,Q108,-,2013
5,O tempo de espera no serviço de saúde era muito grande,Q108,-,2013
6,Não sabia quem procurar ou aonde ir,Q108,-,2013
7,Estava com dificuldades financeiras,Q108,-,2013
8,Teve dificuldades de transporte,Q108,-,2013
9,O plano de saúde não cobria a consulta,Q108,-,2013
10,O serviço de saúde era muito distante,Q108,-,2013
11,O horário de funcionamento do serviço de saúde era incompatível com as atividades de trabalho ou domésticas,Q108,-,2013
12,Outro,Q108,-,2013
1,Não limita,Q109,-,2013
2,Um pouco,Q109,-,2013
3,Moderadamente,Q109,-,2013
4,Intensamente,Q109,-,2013
5,Muito intensamente,Q109,-,2013
1,Sim,Q110,-,2013
2,Não,Q110,-,2013
1,Sim,Q11001,-,2013
2,Não,Q11001,-,2013
1,Sim,Q11002,-,2013
2,Não,Q11002,-,2013
1,Sim,Q11003,-,2013
2,Não,Q11003,-,2013
1,Sim,Q11004,-,2013
2,Não,Q11004,-,2013
-,Anos,Q111,-,2013
1,Sim,Q112,-,2013
2,Não,Q112,-,2013
3,"Não, só quando tenho algum problema",Q112,-,2013
1,Não acha necessário,Q113,-,2013
2,O serviço de saúde é muito distante,Q113,-,2013
3,Acha que não vai ser bem recebido no serviço de saúde porque tem uma doença mental,Q113,-,2013
4,Tem dificuldades financeiras,Q113,-,2013
5,O horário de funcionamento do serviço de saúde é incompatível com suas atividades de trabalho ou domésticas,Q113,-,2013
6,O plano de saúde não cobre as consultas regulares,Q113,-,2013
7,Não sabe quem procurar ou aonde ir,Q113,-,2013
8,Dificuldade de transporte,Q113,-,2013
9,Outro,Q113,-,2013
1,Sim,Q11401,-,2013
2,Não,Q11401,-,2013
1,Sim,Q11402,-,2013
2,Não,Q11402,-,2013
1,Sim,Q11403,-,2013
2,Não,Q11403,-,2013
1,Não limita,Q115,-,2013
2,Um pouco,Q115,-,2013
3,Moderadamente,Q115,-,2013
4,Intensamente,Q115,-,2013
5,Muito intensamente,Q115,-,2013
1,Sim,Q116,-,2013
2,Não,Q116,-,2013
1,Sim,Q11601,-,2013
2,Não,Q11601,-,2013
1,Sim,Q11602,-,2013
2,Não,Q11602,-,2013
1,Sim,Q11603,-,2013
2,Não,Q11603,-,2013
-,Anos,Q117,-,2013
1,Sim,Q11801,-,2013
2,Não,Q11801,-,2013
9,Ignorado,Q11801,-,2013
1,Sim,Q11802,-,2013
2,Não,Q11802,-,2013
1,Sim,Q11803,-,2013
2,Não,Q11803,-,2013
1,Sim,Q11804,-,2013
2,Não,Q11804,-,2013
1,Não limita,Q119,-,2013
2,Um pouco,Q119,-,2013
3,Moderadamente,Q119,-,2013
4,Intensamente,Q119,-,2013
5,Muito intensamente,Q119,-,2013
1,Sim,Q120,-,2013
2,Não,Q120,-,2013
1,Pulmão,Q121,-,2013
2,Intestino,Q121,-,2013
3,Estômago,Q121,-,2013
4,Mama (só para mulheres),Q121,-,2013
5,Colo de útero (só para mulheres),Q121,-,2013
6,Próstata (só para homens),Q121,-,2013
7,Pele,Q121,-,2013
8,Outro,Q121,-,2013
-,Anos,Q122,-,2013
1,Não limita,Q123,-,2013
2,Um pouco,Q123,-,2013
3,Moderadamente,Q123,-,2013
4,Intensamente,Q123,-,2013
5,Muito intensamente,Q123,-,2013
1,Sim,Q124,-,2013
2,Não,Q124,-,2013
-,Anos,Q125,-,2013
1,Sim,Q12601,-,2013
2,Não,Q12601,-,2013
1,Sim,Q12602,-,2013
2,Não,Q12602,-,2013
1,Sim,Q12603,-,2013
2,Não,Q12603,-,2013
1,Sim,Q12604,-,2013
2,Não,Q12604,-,2013
1,Sim,Q12605,-,2013
2,Não,Q12605,-,2013
1,Não limita,Q127,-,2013
2,Um pouco,Q127,-,2013
3,Moderadamente,Q127,-,2013
4,Intensamente,Q127,-,2013
5,Muito intensamente,Q127,-,2013
1,Sim,Q128,-,2013
2,Não,Q128,-,2013
1,Não limita,Q131,-,2013
2,Um pouco,Q131,-,2013
3,Moderadamente,Q131,-,2013
4,Intensamente,Q131,-,2013
5,Muito intensamente,Q131,-,2013
1,Sim,Q132,-,2013
2,Não,Q132,-,2013
-,Dias,Q133,-,2013
1,Sim,Q134,-,2013
2,Não,Q134,-,2013
1,Sim,Q135,-,2013
2,"Não, foi receitado por médico para outra pessoa",Q135,-,2013
1,Menos de 1 ano atrás,Q136,-,2013
2,De 1 ano a menos de 2 anos,Q136,-,2013
3,De 2 anos a menos de 3 anos,Q136,-,2013
4,3 anos ou mais atrás,Q136,-,2013
5,Nunca fez,Q136,-,2013
1,Não acha necessário,Q137,-,2013
2,Tem vergonha,Q137,-,2013
3,Nunca foi orientado para fazer o exame,Q137,-,2013
4,Não sabe quem procurar ou aonde ir,Q137,-,2013
5,Tem dificuldades financeiras,Q137,-,2013
6,Tem dificuldades de transporte,Q137,-,2013
7,Teve dificuldades para marcar consulta,Q137,-,2013
8,O tempo de espera no serviço de saúde é muito grande,Q137,-,2013
9,O serviço de saúde é muito distante,Q137,-,2013
10,O horário de funcionamento do serviço é incompatível com suas atividades de trabalho ou habituais,Q137,-,2013
11,O plano de saúde não cobre a consulta,Q137,-,2013
12,"Está marcado, mas ainda não realizou",Q137,-,2013
13,Outro,Q137,-,2013
1,Menos de 1 ano atrás,R001,-,2013
2,De 1 ano a menos de 2 anos,R001,-,2013
3,De 2 anos a menos de 3 anos,R001,-,2013
4,3 anos ou mais atrás,R001,-,2013
5,Nunca fez,R001,-,2013
1,Nunca teve relações sexuais,R002,-,2013
2,Não acha necessário,R002,-,2013
3,Tem vergonha,R002,-,2013
4,Nunca foi orientada para fazer o exame,R002,-,2013
5,Não sabe quem procurar ou aonde ir,R002,-,2013
6,Tem dificuldades financeiras,R002,-,2013
7,Tem dificuldades de transporte,R002,-,2013
8,Teve dificuldades para marcar consulta,R002,-,2013
9,O tempo de espera no serviço de saúde é muito grande,R002,-,2013
10,O serviço de saúde é muito distante,R002,-,2013
11,O horário de funcionamento do serviço é incompatível com suas atividades de trabalho ou domésticas,R002,-,2013
12,O plano de saúde não cobre a consulta,R002,-,2013
13,"Está marcado, mas ainda não realizou",R002,-,2013
14,Outro,R002,-,2013
1,Sim,R003,-,2013
2,Não,R003,-,2013
1,Sim,R004,-,2013
2,Não,R004,-,2013
1,Sim,R005,-,2013
2,Não,R005,-,2013
3,Não sabe,R005,-,2013
1,Menos de 1 mês depois,R006,-,2013
2,Entre 1 mês e menos de 3 meses depois,R006,-,2013
3,Entre 3 meses e menos de 6 meses depois,R006,-,2013
4,6 meses ou mais depois,R006,-,2013
5,Ainda não recebi,R006,-,2013
6,Nunca recebi,R006,-,2013
7,Nunca fui buscar,R006,-,2013
1,Sim,R007,-,2013
2,Não,R007,-,2013
3,"Não houve encaminhamento, pois todas as minhas consultas por este motivo foram com médico especialista",R007,-,2013
1,Sim,R008,-,2013
2,Não,R008,-,2013
1,"A consulta está marcada, mas ainda não foi à consulta",R009,-,2013
2,Não achou necessário,R009,-,2013
3,Não sabia quem procurar ou aonde ir,R009,-,2013
4,Estava com dificuldades financeiras,R009,-,2013
5,Teve dificuldades de transporte,R009,-,2013
6,Não conseguiu marcar,R009,-,2013
7,O tempo de espera no serviço de saúde era muito grande,R009,-,2013
8,O plano de saúde não cobria a consulta,R009,-,2013
9,O serviço de saúde era muito distante,R009,-,2013
10,O horário de funcionamento do serviço de saúde era incompatível com as atividades de trabalho ou domésticas,R009,-,2013
11,Outro,R009,-,2013
1,Sim,R010,-,2013
2,Não,R010,-,2013
1,Mioma uterino,R011,-,2013
2,Prolapso do útero (útero caído),R011,-,2013
3,Endometriose,R011,-,2013
4,Câncer ginecológico,R011,-,2013
5,Complicações da gravidez ou parto,R011,-,2013
6,Sangramento vaginal anormal,R011,-,2013
7,Outro,R011,-,2013
00 a 99,Anos,R012,-,2013
1,Menos de 1 ano atrás,R013,-,2013
2,De 1 ano a menos de 2 anos atrás,R013,-,2013
3,De 2 anos a menos de 3 anos atrás,R013,-,2013
4,3 anos ou mais atrás,R013,-,2013
5,Nunca fez,R013,-,2013
1,Sim,R014,-,2013
2,Não,R014,-,2013
1,Sim,R015,-,2013
2,Não,R015,-,2013
1,"O exame está marcado, mas ainda não fez o exame",R016,-,2013
2,Não achou necessário,R016,-,2013
3,Não sabia onde realizar o exame,R016,-,2013
4,Não conseguiu marcar,R016,-,2013
5,Estava com dificuldades financeiras,R016,-,2013
6,Teve dificuldades de transporte,R016,-,2013
7,O tempo de espera no serviço de saúde era muito grande,R016,-,2013
8,O serviço de saúde era muito distante,R016,-,2013
9,O horário de funcionamento do serviço de saúde era incompatível com as suas atividades de trabalho e domésticas,R016,-,2013
10,O plano de saúde não cobria a mamografia,R016,-,2013
11,Outro,R016,-,2013
1,Menos de 1 ano atrás,R017,-,2013
2,De 1 ano a menos de 2 anos,R017,-,2013
3,De 2 anos a menos de 3 anos,R017,-,2013
4,3 anos ou mais atrás,R017,-,2013
1,Sim,R018,-,2013
2,Não,R018,-,2013
1,Sim,R019,-,2013
2,Não,R019,-,2013
1,Sim,R020,-,2013
2,Não,R020,-,2013
3,Não sabe,R020,-,2013
1,Menos de 1 mês depois,R021,-,2013
2,Entre 1 mês e menos de 3 meses depois,R021,-,2013
3,Entre 3 meses e menos de 6 meses depois,R021,-,2013
4,6 meses ou mais depois,R021,-,2013
5,Ainda não recebi,R021,-,2013
6,Nunca recebi,R021,-,2013
7,Nunca fui buscar,R021,-,2013
1,Sim,R022,-,2013
2,Não,R022,-,2013
3,"Não houve encaminhamento, pois todas as minhas consultas por este motivo foram com médico especialista",R022,-,2013
1,Sim,R023,-,2013
2,Não,R023,-,2013
1,"A consulta está marcada, mas ainda não foi à consulta",R024,-,2013
2,Não conseguiu marcar,R024,-,2013
3,Não achou necessário,R024,-,2013
4,Não sabia quem procurar ou aonde ir,R024,-,2013
5,Estava com dificuldades financeiras,R024,-,2013
6,Teve dificuldades de transporte,R024,-,2013
7,O tempo de espera no serviço de saúde era muito grande,R024,-,2013
8,O plano de saúde não cobria a consulta,R024,-,2013
9,O serviço de saúde era muito distante,R024,-,2013
10,O horário de funcionamento do serviço de saúde era incompatível com as atividades de trabalho ou domésticas,R024,-,2013
11,Outro,R024,-,2013
01 a 99,Anos,R025,-,2013
0,Não Sabe,R025,-,2013
1,Sim,R026,-,2013
2,Não,R026,-,2013
01 a 99,Anos,R027,-,2013
0,Não Sabe,R027,-,2013
1,Sim,R028,-,2013
2,Não,R028,-,2013
3,Não sei,R028,-,2013
1,"Sim, faz atualmente",R029,-,2013
2,"Sim, já fez mas não faz mais",R029,-,2013
3,"Não, nunca fez",R029,-,2013
1,Sim,R030,-,2013
2,Não,R030,-,2013
1,Sim,R031,-,2013
2,Não,R031,-,2013
1,Sim,R032,-,2013
2,Não,R032,-,2013
1,Sim,R033,-,2013
2,Não,R033,-,2013
1,Sim,R034,-,2013
2,Não,R034,-,2013
1,Quer engravidar ou não se incomoda de engravidar,R035,-,2013
2,Por motivos religiosos,R035,-,2013
3,Não sabe como evitar,R035,-,2013
4,Não sabe aonde ir ou quem procurar para lhe dar orientações,R035,-,2013
5,Está grávida,R035,-,2013
6,Ligou as trompas,R035,-,2013
7,O companheiro fez vasectomia,R035,-,2013
8,Não tem relações sexuais com homens,R035,-,2013
9,Outro,R035,-,2013
1,Sim,R03601,-,2013
2,Não,R03601,-,2013
1,Sim,R03602,-,2013
2,Não,R03602,-,2013
1,Sim,R03603,-,2013
2,Não,R03603,-,2013
1,Sim,R03604,-,2013
2,Não,R03604,-,2013
1,Sim,R03605,-,2013
2,Não,R03605,-,2013
1,Sim,R03606,-,2013
2,Não,R03606,-,2013
1,Sim,R03607,-,2013
2,Não,R03607,-,2013
1,Sim,R03608,-,2013
2,Não,R03608,-,2013
1,Sim,R03609,-,2013
2,Não,R03609,-,2013
1,Sim,R03610,-,2013
2,Não,R03610,-,2013
1,Sim,R03611,-,2013
2,Não,R03611,-,2013
1,"Sim, fazem atualmente",R037,-,2013
2,"Sim, já fizeram",R037,-,2013
3,Nunca fizeram,R037,-,2013
1,Há menos de 6 meses,R038,-,2013
2,De 6 meses a menos de 1 ano,R038,-,2013
3,Há 1 ano ou mais,R038,-,2013
1,Sim,R039,-,2013
2,Não,R039,-,2013
9,Ignorado,R039,-,2013
01 a 99,Anos,R040,-,2013
0,Não sabe,R040,-,2013
1,Sim,R041,-,2013
2,Não,R041,-,2013
01 a 99,Abortos,R04101,-,2013
1,Sim,R042,-,2013
2,Não,R042,-,2013
01 a 99,Abortos,R04201,-,2013
01 a 99,Partos,R043,-,2013
0,Nenhum,R043,-,2013
01 a 99,Partos,R044,-,2013
0,Nenhum,R044,-,2013
01 a 99,Filhos vivos,R045,-,2013
0,Nenhum,R045,-,2013
01 a 99,Filhos vivos,R046,-,2013
0,Nenhum,R046,-,2013
01 a 99,Filhos vivos,R047,-,2013
0,Nenhum,R047,-,2013
01 a 99,Filhos vivos,R048,-,2013
0,Nenhum,R048,-,2013
01 a 31,Dia,R04901,-,2013
01 a 12,Mês,R04902,-,2013
1900 a 2013,Ano,R04903,-,2013
1,Sim,S001,-,2013
2,Não,S001,-,2013
1,Sim,S002,-,2013
2,Não,S002,-,2013
01 a 45,Semanas,S003,-,2013
88,Não sabe,S003,-,2013
01 a 99,Consultas,S004,-,2013
1,Unidade básica de saúde (posto ou centro de saúde ou unidade de saúde da família),S005,-,2013
2,"Centro de Especialidades, Policlínica pública ou PAM Posto de Assistência Médica",S005,-,2013
3,Hospital público/ambulatório,S005,-,2013
4,Consultório particular ou Clínica privada,S005,-,2013
5,Ambulatório ou consultório de empresa ou sindicato,S005,-,2013
6,Outro,S005,-,2013
1,"Sim, todas",S006,-,2013
2,"Sim, algumas",S006,-,2013
3,"Não, nenhuma",S006,-,2013
1,Sim,S007,-,2013
2,Não,S007,-,2013
1,"Sim, todas",S008,-,2013
2,"Sim, algumas",S008,-,2013
3,"Não, nenhuma",S008,-,2013
4,Não sabe,S008,-,2013
1,Médico,S009,-,2013
2,Enfermeira,S009,-,2013
3,Técnico ou auxiliar de enfermagem,S009,-,2013
4,Parteira,S009,-,2013
5,Outro,S009,-,2013
1,Sim,S01001,-,2013
2,Não,S01001,-,2013
1,Sim,S01002,-,2013
2,Não,S01002,-,2013
1,Sim,S01003,-,2013
2,Não,S01003,-,2013
1,Sim,S01004,-,2013
2,Não,S01004,-,2013
1,Sim,S01005,-,2013
2,Não,S01005,-,2013
1,Sim,S01101,-,2013
2,Não,S01101,-,2013
1,Sim,S01102,-,2013
2,Não,S01102,-,2013
1,Sim,S01103,-,2013
2,Não,S01103,-,2013
1,Sim,S012,-,2013
2,Não,S012,-,2013
1,Sim,S013,-,2013
2,Não,S013,-,2013
1,Todas,S01401,-,2013
2,Algumas,S01401,-,2013
3,Nenhuma,S01401,-,2013
1,Todas,S01402,-,2013
2,Algumas,S01402,-,2013
3,Nenhuma,S01402,-,2013
1,Todas,S01403,-,2013
2,Algumas,S01403,-,2013
3,Nenhuma,S01403,-,2013
1,Todas,S01404,-,2013
2,Algumas,S01404,-,2013
3,Nenhuma,S01404,-,2013
1,Todas,S01405,-,2013
2,Algumas,S01405,-,2013
3,Nenhuma,S01405,-,2013
1,Sim,S015,-,2013
2,Não,S015,-,2013
1,Sim,S016,-,2013
2,Não,S016,-,2013
1,Sim,S017,-,2013
2,Não,S017,-,2013
1,Sim,S018,-,2013
